---
source: "GaN Data source: C is from specific heat capacity of gallium nitride, k was"
author: "Jia"
---

T (K)	rho_cp (J/m³K)	S (W/mK)
6.0000000e+02	3.4649048e+06	6.0000000e+01
6.0100000e+02	3.4662652e+06	5.9900166e+01
6.0200000e+02	3.4676208e+06	5.9800664e+01
6.0300000e+02	3.4689717e+06	5.9701493e+01
6.0400000e+02	3.4703178e+06	5.9602649e+01
6.0500000e+02	3.4716593e+06	5.9504132e+01
6.0600000e+02	3.4729962e+06	5.9405941e+01
6.0700000e+02	3.4743285e+06	5.9308072e+01
6.0800000e+02	3.4756562e+06	5.9210526e+01
6.0900000e+02	3.4769795e+06	5.9113300e+01
6.1000000e+02	3.4782983e+06	5.9016393e+01
6.1100000e+02	3.4796127e+06	5.8919804e+01
6.1200000e+02	3.4809228e+06	5.8823529e+01
6.1300000e+02	3.4822285e+06	5.8727569e+01
6.1400000e+02	3.4835299e+06	5.8631922e+01
6.1500000e+02	3.4848271e+06	5.8536585e+01
6.1600000e+02	3.4861201e+06	5.8441558e+01
6.1700000e+02	3.4874089e+06	5.8346840e+01
6.1800000e+02	3.4886935e+06	5.8252427e+01
6.1900000e+02	3.4899741e+06	5.8158320e+01
6.2000000e+02	3.4912506e+06	5.8064516e+01
6.2100000e+02	3.4925231e+06	5.7971014e+01
6.2200000e+02	3.4937917e+06	5.7877814e+01
6.2300000e+02	3.4950563e+06	5.7784912e+01
6.2400000e+02	3.4963170e+06	5.7692308e+01
6.2500000e+02	3.4975739e+06	5.7600000e+01
6.2600000e+02	3.4988269e+06	5.7507987e+01
6.2700000e+02	3.5000762e+06	5.7416268e+01
6.2800000e+02	3.5013217e+06	5.7324841e+01
6.2900000e+02	3.5025635e+06	5.7233704e+01
6.3000000e+02	3.5038017e+06	5.7142857e+01
6.3100000e+02	3.5050362e+06	5.7052298e+01
6.3200000e+02	3.5062671e+06	5.6962025e+01
6.3300000e+02	3.5074945e+06	5.6872038e+01
6.3400000e+02	3.5087184e+06	5.6782334e+01
6.3500000e+02	3.5099388e+06	5.6692913e+01
6.3600000e+02	3.5111557e+06	5.6603774e+01
6.3700000e+02	3.5123693e+06	5.6514914e+01
6.3800000e+02	3.5135794e+06	5.6426332e+01
6.3900000e+02	3.5147863e+06	5.6338028e+01
6.4000000e+02	3.5159898e+06	5.6250000e+01
6.4100000e+02	3.5171901e+06	5.6162246e+01
6.4200000e+02	3.5183872e+06	5.6074766e+01
6.4300000e+02	3.5195810e+06	5.5987558e+01
6.4400000e+02	3.5207717e+06	5.5900621e+01
6.4500000e+02	3.5219593e+06	5.5813953e+01
6.4600000e+02	3.5231438e+06	5.5727554e+01
6.4700000e+02	3.5243253e+06	5.5641422e+01
6.4800000e+02	3.5255038e+06	5.5555556e+01
6.4900000e+02	3.5266792e+06	5.5469954e+01
6.5000000e+02	3.5278517e+06	5.5384615e+01
6.5100000e+02	3.5290214e+06	5.5299539e+01
6.5200000e+02	3.5301881e+06	5.5214724e+01
6.5300000e+02	3.5313520e+06	5.5130168e+01
6.5400000e+02	3.5325131e+06	5.5045872e+01
6.5500000e+02	3.5336714e+06	5.4961832e+01
6.5600000e+02	3.5348270e+06	5.4878049e+01
6.5700000e+02	3.5359798e+06	5.4794521e+01
6.5800000e+02	3.5371300e+06	5.4711246e+01
6.5900000e+02	3.5382776e+06	5.4628225e+01
6.6000000e+02	3.5394225e+06	5.4545455e+01
6.6100000e+02	3.5405649e+06	5.4462935e+01
6.6200000e+02	3.5417047e+06	5.4380665e+01
6.6300000e+02	3.5428420e+06	5.4298643e+01
6.6400000e+02	3.5439768e+06	5.4216867e+01
6.6500000e+02	3.5451092e+06	5.4135338e+01
6.6600000e+02	3.5462392e+06	5.4054054e+01
6.6700000e+02	3.5473668e+06	5.3973013e+01
6.6800000e+02	3.5484920e+06	5.3892216e+01
6.6900000e+02	3.5496149e+06	5.3811659e+01
6.7000000e+02	3.5507355e+06	5.3731343e+01
6.7100000e+02	3.5518538e+06	5.3651267e+01
6.7200000e+02	3.5529700e+06	5.3571429e+01
6.7300000e+02	3.5540839e+06	5.3491828e+01
6.7400000e+02	3.5551956e+06	5.3412463e+01
6.7500000e+02	3.5563053e+06	5.3333333e+01
6.7600000e+02	3.5574128e+06	5.3254438e+01
6.7700000e+02	3.5585182e+06	5.3175775e+01
6.7800000e+02	3.5596216e+06	5.3097345e+01
6.7900000e+02	3.5607230e+06	5.3019146e+01
6.8000000e+02	3.5618223e+06	5.2941176e+01
6.8100000e+02	3.5629197e+06	5.2863436e+01
6.8200000e+02	3.5640152e+06	5.2785924e+01
6.8300000e+02	3.5651088e+06	5.2708638e+01
6.8400000e+02	3.5662005e+06	5.2631579e+01
6.8500000e+02	3.5672904e+06	5.2554745e+01
6.8600000e+02	3.5683784e+06	5.2478134e+01
6.8700000e+02	3.5694647e+06	5.2401747e+01
6.8800000e+02	3.5705492e+06	5.2325581e+01
6.8900000e+02	3.5716319e+06	5.2249637e+01
6.9000000e+02	3.5727130e+06	5.2173913e+01
6.9100000e+02	3.5737923e+06	5.2098408e+01
6.9200000e+02	3.5748701e+06	5.2023121e+01
6.9300000e+02	3.5759462e+06	5.1948052e+01
6.9400000e+02	3.5770207e+06	5.1873199e+01
6.9500000e+02	3.5780936e+06	5.1798561e+01
6.9600000e+02	3.5791650e+06	5.1724138e+01
6.9700000e+02	3.5802349e+06	5.1649928e+01
6.9800000e+02	3.5813033e+06	5.1575931e+01
6.9900000e+02	3.5823702e+06	5.1502146e+01
7.0000000e+02	3.5834357e+06	5.1428571e+01
